CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kamd:P20001,ima razinu opisa djela,kamd:C10002,"Povezuje djelo s nadziranim nazivom, kôdom ili drugom oznakom koja označava razinu specifičnosti opisa djela u informacijskom sustavu, uključujući položaj unutar hijerarhije djelâ koja su s njim povezana odnosom cjeline i dijela. ",,,
kamd:P20002,ima opis sadržaja djela,kamd:C10002,Povezuje djelo s kratkim nestrukturiranim tekstom koji objašnjava o čemu je ili što prikazuje jedinica građe.,,,
kamd:P20003,ima geografsku dužinu i geografsku širinu,kamd:C10002,"Povezuje djelo s izrazom koji je naveden na kartografskoj jedinici građe, a označava položaj mjesta prikazanog na karti Zemlje ili nekog drugog nebeskog tijela, mjereno od početnog meridijana u pravcu istoka ili zapada te od ekvatora u pravcu sjevera ili juga.",,,
kamd:P20004,ima napomenu o geografskoj dužini i geografskoj širini,kamd:C10002,Povezuje djelo s kratkim nestrukturiranim tekstom u kojemu se navode objašnjenja i druge pojedinosti o geografskoj dužini i geografskoj širini prikaza na jedinici građe.,kamd:P20311,,
kamd:P20005,ima rektascenziju i deklinaciju,kamd:C10002,"Povezuje djelo s izrazom koji je naveden na kartografskoj jedinici građe, a označava položaj područja neba: kutnu udaljenost mjerenu prema istoku na ekvatoru od proljetne ravnodnevice do satnog kruga nebeskog tijela, od 0 do 24 sata, te kutnu udaljenost do nebeskog tijela mjerenu sjeverno ili južno pomoću 90˚ od nebeskog ekvatora uzduž kruga tijela u satu.",,,
kamd:P20006,ima ravnodnevicu,kamd:C10002,"Povezuje djelo s izrazom koji se javlja na kartografskoj jedinici građe, a označava jednu ili dvije točke sjecišta ekliptičnog i nebeskog ekvatora, zauzetog Suncem kad je njegova deklinacija 0˚.",,,
kamd:P20007,ima ciljanu publiku djela,kamd:C10002,"Povezuje djelo s  izrazom, nadziranim nazivom, kodom, identifikatorom ili drugom oznakom koja označava društvenu skupinu kojoj je djelo sadržano u jedinici građe primarno namijenjeno ili za koju se smatra prikladnim s obzirom na dob, zanimanje, stupanj obrazovanja, posebne intelektualne ili društvene potrebe i druge značajke.",,,
kamd:P20008,ima napomenu o ciljanoj publici djela,kamd:C10002,"Povezuje djelo s kratkim nestrukturiranim tekstom u kojemu se navode objašnjenja, tumačenja i druge pojedinosti o društvenoj skupini za koju je djelo sadržano u jedinici građe primarno namijenjeno ili za koju se smatra prikladnim.",kamd:P20311,,
kamd:P20009,ima povod nastanka,kamd:C10002,"Povezuje djelo s tekstom koji identificira politički, društveni, ekonomski, kulturni, vjerski ili drugi događaj ili situaciju koja je potaknula stvaranje jedinice građe.",,,
kamd:P20010,ima nagrade,kamd:C10002,"Povezuje djelo s nadziranim nazivom, identifikatorom ili drugom nadziranom oznakom koja označava nagrade i priznanja dodijeljene jedinici građe, uključujući nagrade i priznanja na festivalima, izložbama, salonima, sajmovima i drugim strukovnim ili prigodnim manifestacijama.
",,,
kamd:P20011,ima napomenu o nagradama,kamd:C10002,"Povezuje djelo s nestrukturiranim tekstom koji sadržava pojedinosti o nagradama i priznanjima dodijeljenima djelu sadržanom u jedinici građe, uključujući nagrade i priznanja na festivalima, izložbama, salonima, sajmovima i drugim strukovnim ili prigodnim manifestacijama. ",kamd:P20311,,
kamd:P20012,ima plan sređivanja,kamd:C10002,Povezuje djelo sa strukturiranim ili nestrukturiranim tekstom u kojemu se objašnjava sadašnji i/ili planirani sustav organizacije fonda ili zbirke.,,,
kamd:P20013,ima dopune,kamd:C10002,Povezuje djelo s tekstom koji pruža informacije o mogućem dopunjavanju arhivskog fonda.,,,
kamd:P20014,"ima odabir, izlučivanje i rokove čuvanja",kamd:C10002,"Povezuje djelo s kratkim nestrukturiranim tekstom koji sadržava podatke o vrednovanju, odabiranju i izlučivanju građe iz cjeline arhivskog gradiva te o učincima tih postupaka.
",,,
kamd:P20015,ima učestalost izlaženja ili osuvremenjivanja,kamd:C10002,"Povezuje djelo s izrazom ili tekstom koji sadržava informacije o predviđenom vremenskom rasponu izlaženja narednog dijela serijske publikacije ili osuvremenjivanja integrirajuće publikacije.
",,,
kamd:P20016,ima povijest djela,kamd:C10002,"Povezuje djelo s tekstom koji sadržava pojedinosti o nastanku, recepciji i interpretaciji djela.",,,
kamd:P20017,je djelo povezano s jedinicom opisa,kamd:C10002,Povezuje djelo s jedinicom opisa.,kamjo:P10003,kamjo:C10001,kamjo:P10004
kamd:P20018,je djelo povezano s djelom,kamd:C10002,Povezuje djelo s djelom.,kamd:P20017,kamd:C10002,kamd:P20018
kamd:P20019,ima dio djelo,kamd:C10002,Povezuje djelo s djelom koji mu je izvorno dio.   ,kamd:P20018,kamd:C10002,kamd:P20020
kamd:P20020,je dio djela,kamd:C10002,Povezuje djelo s djelom kojega je izvorno dio.   ,kamd:P20018,kamd:C10002,kamd:P20019
kamd:P20021,je dopuna djelu,kamd:C10002,Povezuje djelo s djelom koje je nastalo kao prilog ili dopuna tome djelu.,kamd:P20018,kamd:C10002,kamd:P20022
kamd:P20022,ima dopunu djelo,kamd:C10002,Povezuje djelo s djelom kojega je prilog ili dopuna.,kamd:P20018,kamd:C10002,kamd:P20021
kamd:P20023,prethodi djelu,kamd:C10002,Povezuje djelo s djelom čiji sadržaj prethodi drugom djelu.,kamd:P20018,kamd:C10002,kamd:P20024
kamd:P20024,slijedi djelo,kamd:C10002,Povezuje djelo s djelom čiji se sadržaj nastavlja u drugom djelu.,kamd:P20018,kamd:C10002,kamd:P20023
kamd:P20025,je prerađeno u djelo,kamd:C10002,"Povezuje djelo s djelom koje je prerađeno u novo djelo prilagodbom drugoj vrsti publike ili promjenom oblika sadržaja, žanra, stila, narativnih elemenata i sl.",kamd:P20018,kamd:C10002,kamd:P20026
kamd:P20026,je preradba djela,kamd:C10002,"Povezuje djelo koje je prerađeno u novo djelo prilagodbom drugoj vrsti publike ili promjenom oblika sadržaja, žanra, stila, narativnih elemenata i sl. s izvornim djelom.",kamd:P20018,kamd:C10002,kamd:P20025
kamd:P20027,je prisvojeno u djelu,kamd:C10002,"Povezuje djelo s djelom ili dijelom djela koje ga preuzima, citira ili oponaša.  ",kamd:P20018,kamd:C10002,kamd:P20028
kamd:P20028,prisvaja djelo,kamd:C10002,"Povezuje djelo ili dio djela s djelom koje ga je preuzelo, citiralo ili oponašalo.  ",kamd:P20018,kamd:C10002,kamd:P20027
kamd:P20029,je promijenjeno u djelo,kamd:C10002,Povezuje djelo s djelom koje je stvoreno promjenom plana izdavanja i/ili uredničke politike.,kamd:P20018,kamd:C10002,kamd:P20030
kamd:P20030,je nastalo promjenom djela,kamd:C10002,Povezuje djelo koje je stvoreno promjenom plana izdavanja i/ili uredničke politike jednoga djela stvoreno s izvornim djelom.,kamd:P20018,kamd:C10002,kamd:P20029
kamd:P20031,je replika djela,kamd:C10002,"Povezuje djelo koje je prostorni objekt (skulptura, uporabni predmet ili sl.) oblikovan s namjerom da vjerno prenese izgled drugog prostornog objekta s izvornim djelom.",kamd:P20018,kamd:C10002,kamd:P20032
kamd:P20032,je replicirano u djelu,kamd:C10002,"Povezuje izvorno djelo koje je prostorni objekt (skulptura, uporabni predmet ili sl.)  s djelom oblikovanim s namjerom da vjerno prenese izgled drugog prostornog objekta.",kamd:P20018,kamd:C10002,kamd:P20031
kamd:P20033,je djelo povezano s izrazom,kamd:C10002,Povezuje djelo s izrazom.,kamd:P20017,kami:C10003,kami:P30021
kamd:P20034,je realizirano u izrazu,kamd:C10002,Povezuje djelo s izrazom kroz koji je realizirano.,kamd:P20033,kami:C10003,kami:P30022
kamd:P20035,je djelo povezano s agentom,kamd:C10002,Povezuje djelo s agentom.,kamd:P20017,kama:C10006,kama:P60003
kamd:P20036,je povezano s osobom,kamd:C10002,Povezuje djelo s osobom.,kamd:P20035,kamo:C10007,kamo:P70019
kamd:P20037,je povezano s kolektivnim agentom,kamd:C10002,Povezuje djelo s kolektivnim agentom.,kamd:P20035,kamka:C10008,kamka:P80003
kamd:P20038,je povezano s korporativnim tijelom,kamd:C10002,Povezuje djelo s korporativnim tijelom.,kamd:P20037,kamkt:C10009,kamkt:P90010
kamd:P20039,je povezano s obitelji,kamd:C10002,Povezuje djelo s obitelji.,kamd:P20027,kamob:C10010,kamob:P10010
kamd:P20040,ima agenta čije ovlasti prouzlaze iz djela,kamd:C10002,"Povezuje djelo s agentom čije se ovlasti, funkcije i odgovornosti temelje na djelu.",kamd:P20035,kama:C10006,kama:P60012
kamd:P20041,ima osobu čije ovlasti prouzlaze iz djela,kamd:C10002,"Povezuje djelo s osobom čije se ovlasti, funkcije i odgovornosti temelje na djelu.",kamd:P20040,kamo:C10007,kamo:P70023
kamd:P20042,ima kolektivnog agenta čije ovlasti prouzlaze iz djela,kamd:C10002,"Povezuje djelo s kolektivnim agentom čije se ovlasti, funkcije i odgovornosti temelje na djelu.",kamd:P20040,kamka:C10008,kamka:P80014
kamd:P20043,ima korporativno tijelo čije ovlasti prouzlaze iz djela,kamd:C10002,"Povezuje djelo s korporativnim tijelom čije se ovlasti, funkcije i odgovornosti temelje na djelu.",kamd:P20042,kamkt:C10009,kamkt:P90014
kamd:P20044,ima obitelj čije ovlasti prouzlaze iz djela,kamd:C10002,"Povezuje djelo s obitelji čije se ovlasti, funkcije i odgovornosti temelje na djelu.",kamd:P20042,kamob:C10010,kamob:P10014
kamd:P20045,ima agenta navodnog stvaratelja,kamd:C10002,"Povezuje djelo s agentom čija je stvaralačka uloga u nastanku djela pogrešna, lažna ili izmišljena.",kamd:P20035,kama:C10006,kama:P60013
kamd:P20046,ima osobu navodnog stvaratelja,kamd:C10002,"Povezuje djelo s osobom čija je stvaralačka uloga u nastanku djela pogrešna, lažna ili izmišljena.",kamd:P20045,kamo:C10007,kamo:P70024
kamd:P20047,ima kolektivnog agenta navodnog stvaratelja,kamd:C10002,"Povezuje djelo s kolektivnim agentom čija je stvaralačka uloga u nastanku djela pogrešna, lažna ili izmišljena.",kamd:P20045,kamka:C10008,kamka:P80015
kamd:P20048,ima korporativno tijelo navodnog stvaratelja,kamd:C10002,"Povezuje djelo s korporativnim tijelom čija je stvaralačka uloga u nastanku djela pogrešna, lažna ili izmišljena.",kamd:P20047,kamkt:C10009,kamkt:P90015
kamd:P20049,ima obitelj navodnog stvaratelja,kamd:C10002,"Povezuje djelo s obitelji čija je stvaralačka uloga u nastanku djela pogrešna, lažna ili izmišljena.",kamd:P20047,kamob:C10010,kamob:P10015
kamd:P20050,ima agenta nositelja prava intelektualnog vlasništva,kamd:C10002,"Povezuje djelo s agentom koji nad djelom uživa imovinska autorska prava ili pravo industrijskog vlasništva (patent, oznaka izvornosti itd.).",kamd:P20035,kama:C10006,kama:P60014
kamd:P20051,ima osobu nositelja prava intelektualnog vlasništva,kamd:C10002,"Povezuje djelo s osobom koja nad djelom uživa imovinska autorska prava ili pravo industrijskog vlasništva (patent, oznaka izvornosti itd.).",kamd:P20050,kamo:C10007,kamo:P70025
kamd:P20052,ima kolektivnog agenta nositelja prava intelektualnog vlasništva,kamd:C10002,"Povezuje djelo s kolektivnim agentom koji nad djelom uživa imovinska autorska prava ili pravo industrijskog vlasništva (patent, oznaka izvornosti itd.).",kamd:P20050,kamka:C10008,kamka:P80016
kamd:P20053,ima korporativno tijelo nositelja prava intelektualnog vlasništva,kamd:C10002,"Povezuje djelo s korporativnim tijelom koje nad djelom uživa imovinska autorska prava ili pravo industrijskog vlasništva (patent, oznaka izvornosti itd.).",kamd:P20052,kamkt:C10009,kamkt:P90016
kamd:P20054,ima obitelj nositelja prava intelektualnog vlasništva,kamd:C10002,"Povezuje djelo s obitelji koja nad djelom uživa imovinska autorska prava ili pravo industrijskog vlasništva (patent, oznaka izvornosti itd.).",kamd:P20052,kamob:C10010,kamob:P10016
kamd:P20055,ima agenta pretpostavljenog stvaratelja,kamd:C10002,"Povezuje djelo s agentom kojega se opravdano smatra stvarateljem djela, ali njegova stvaralačka uloga nije pouzdano utvrđena ili dokazana.",kamd:P20035,kama:C10006,kama:P60015
kamd:P20056,ima osobu pretpostavljenog stvaratelja,kamd:C10002,"Povezuje djelo s osobom koja se opravdano smatra stvarateljem djela, ali njena stvaralačka uloga nije pouzdano utvrđena ili dokazana.",kamd:P20055,kamo:C10007,kamo:P70026
kamd:P20057,ima kolektivnog agenta pretpostavljenog stvaratelja,kamd:C10002,"Povezuje djelo s kolektivnim agentom kojega se opravdano smatra stvarateljem djela, ali njegova stvaralačka uloga nije pouzdano utvrđena ili dokazana.",kamd:P20055,kamka:C10008,kamka:P80017
kamd:P20058,ima korporativno tijelo pretpostavljenog stvaratelja,kamd:C10002,"Povezuje djelo s korporativnim tijelom kojega se opravdano smatra stvarateljem djela, ali njegova stvaralačka uloga nije pouzdano utvrđena ili dokazana.",kamd:P20057,kamkt:C10009,kamkt:P90017
kamd:P20059,ima obitelj pretpostavljenog stvaratelja,kamd:C10002,"Povezuje djelo s obitelji koja se opravdano smatra stvarateljem djela, ali njena stvaralačka uloga nije pouzdano utvrđena ili dokazana.",kamd:P20057,kamob:C10010,kamob:P10017
kamd:P20060,ima agenta stvaratelja,kamd:C10002,Povezuje djelo s agentom čijim je djelovanjem nastao intelektualni ili umjetnički sadržaj jedinice građe.,kamd:P20035,kama:C10006,kama:P60016
kamd:P20061,ima osobu stvaratelja,kamd:C10002,Povezuje djelo s osobom čijim je djelovanjem nastao intelektualni ili umjetnički sadržaj jedinice građe.,kamd:P20060,kamo:C10007,kamo:P70027
kamd:P20062,ima kolektivnog agenta stvaratelja,kamd:C10002,Povezuje djelo s kolektivnim agentom čijim je djelovanjem nastao intelektualni ili umjetnički sadržaj jedinice građe.,kamd:P20060,kamka:C10008,kamka:P80018
kamd:P20063,ima korporativno tijelo stvaratelja,kamd:C10002,Povezuje djelo s korporativnim tijelom čijim je djelovanjem nastao intelektualni ili umjetnički sadržaj jedinice građe.,kamd:P20062,kamkt:C10009,kamkt:P90018
kamd:P20064,ima obitelj stvaratelja,kamd:C10002,Povezuje djelo s obitelji čijim je djelovanjem nastao intelektualni ili umjetnički sadržaj jedinice građe.,kamd:P20062,kamob:C10010,kamob:P10018
kamd:P20065,ima agenta koji daje intervju,kamd:C10002,Povezuje djelo s agentom koji u pisanom ili usmenom obliku odgovara na pitanja koja mu postavlja voditelj intervjua.,kamd:P20060,kama:C10006,kama:P60017
kamd:P20066,ima osobu koja daje intervju,kamd:C10002,Povezuje djelo s osobom koja u pisanom ili usmenom obliku odgovara na pitanja koja mu postavlja voditelj intervjua.,kamd:P20065,kamo:C10007,kamo:P70028
kamd:P20067,ima kolektivnog agenta koji daje intervju,kamd:C10002,Povezuje djelo s kolektivnim agentom koji u pisanom ili usmenom obliku odgovara na pitanja koja mu postavlja voditelj intervjua.,kamd:P20065,kamka:C10008,kamka:P80019
kamd:P20068,ima korporativno tijelo koje daje intervju,kamd:C10002,Povezuje djelo s korporativnim tijelom koje u pisanom ili usmenom obliku odgovara na pitanja koja mu postavlja voditelj intervjua.,kamd:P20067,kamkt:C10009,kamkt:P90019
kamd:P20069,ima obitelj koja daje intervju,kamd:C10002,Povezuje djelo s obitelji koja u pisanom ili usmenom obliku odgovara na pitanja koja mu postavlja voditelj intervjua.,kamd:P20067,kamob:C10010,kamob:P10019
kamd:P20070,ima agenta arhitekta,kamd:C10002,Povezuje djelo s agentom odgovornim za projekt građevine ili drugog prostornog kompleksa i/ili koordinaciju projektnog tima.,kamd:P20060,kama:C10006,kama:P60018
kamd:P20071,ima osobu arhitekta,kamd:C10002,Povezuje djelo s osobom odgovornom za projekt građevine ili drugog prostornog kompleksa i/ili koordinaciju projektnog tima.,kamd:P20070,kamo:C10007,kamo:P70029
kamd:P20072,ima kolektivnog agenta arhitekta,kamd:C10002,Povezuje djelo s kolektivnim agentom odgovornim za projekt građevine ili drugog prostornog kompleksa i/ili koordinaciju projektnog tima.,kamd:P20070,kamka:C10008,kamka:P80020
kamd:P20073,ima korporativno tijelo arhitekta,kamd:C10002,Povezuje djelo s korporativnim tijelom odgovornim za projekt građevine ili drugog prostornog kompleksa i/ili koordinaciju projektnog tima.,kamd:P20072,kamkt:C10009,kamkt:P90020
kamd:P20074,ima obitelj arhitekta,kamd:C10002,Povezuje djelo s obitelji odgovornom za projekt građevine ili drugog prostornog kompleksa i/ili koordinaciju projektnog tima.,kamd:P20072,kamob:C10010,kamob:P10020
kamd:P20075,ima agenta krajobraznog arhitekta,kamd:C10002,Povezuje djelo s agentom odgovornim za planiranje i oblikovanje krajobraza.,kamd:P20060,kama:C10006,kama:P60019
kamd:P20076,ima osobu krajobraznog arhitekta,kamd:C10002,Povezuje djelo s osobom odgovornom za planiranje i oblikovanje krajobraza.,kamd:P20075,kamo:C10007,kamo:P70030
kamd:P20077,ima kolektivnog agenta krajobraznog arhitekta,kamd:C10002,Povezuje djelo s kolektivnim agentom odgovornim za planiranje i oblikovanje krajobraza.,kamd:P20075,kamka:C10008,kamka:P80021
kamd:P20078,ima korporativno tijelo krajobrazni arhitekt,kamd:C10002,Povezuje djelo s korporativnim tijelom odgovornim za planiranje i oblikovanje krajobraza.,kamd:P20077,kamkt:C10009,kamkt:P90021
kamd:P20079,ima obitelj krajobrazni arhitekt,kamd:C10002,Povezuje djelo s obitelji odgovornom za planiranje i oblikovanje krajobraza.,kamd:P20077,kamob:C10010,kamob:P10021
kamd:P20080,ima agenta autora izložbe,kamd:C10002,"Povezuje djelo s agentom odgovornin za koncepciju izložbe, uključujući istraživački rad, izradu scenarija izložbe, koordinaciju stručnjaka i stručnih timova itd.",kamd:P20060,kama:C10006,kama:P60020
kamd:P20081,ima osobu autora izložbe,kamd:C10002,"Povezuje djelo s osobom odgovornom za koncepciju izložbe, uključujući istraživački rad, izradu scenarija izložbe, koordinaciju stručnjaka i stručnih timova itd.  ",kamd:P20080,kamo:C10007,kamo:P70031
kamd:P20082,ima kolektivnog agenta autora izložbe,kamd:C10002,"Povezuje djelo s kolektivnim agentom odgovornim za koncepciju izložbe, uključujući istraživački rad, izradu scenarija izložbe, koordinaciju stručnjaka i stručnih timova itd.",kamd:P20080,kamka:C10008,kamka:P80022
kamd:P20083,ima korporativno tijelo autora izložbe,kamd:C10002,"Povezuje djelo s korporativnim tijelom odgovornim za koncepciju izložbe, uključujući istraživački rad, izradu scenarija izložbe, koordinaciju stručnjaka i stručnih timova itd.",kamd:P20082,kamkt:C10009,kamkt:P90022
kamd:P20084,ima obitelj autora izložbe,kamd:C10002,"Povezuje djelo s obitelji odgovornom za koncepciju izložbe, uključujući istraživački rad, izradu scenarija izložbe, koordinaciju stručnjaka i stručnih timova itd.",kamd:P20082,kamob:C10010,kamob:P10022
kamd:P20085,ima agenta autora performansa,kamd:C10002,Povezuje djelo s agentom koji je osmislio koncepciju i/ili tijek performansa.,kamd:P20060,kama:C10006,kama:P60021
kamd:P20086,ima osobu autora performansa,kamd:C10002,Povezuje djelo s osobom koja je osmislila koncepciju i/ili tijek performansa.,kamd:P20085,kamo:C10007,kamo:P70032
kamd:P20087,ima kolektivnog agenta autora performansa,kamd:C10002,Povezuje djelo s kolektivnim agentom koji je osmislio koncepciju i/ili tijek performansa.,kamd:P20085,kamka:C10008,kamka:P80023
kamd:P20088,ima korporativno tijelo autora performansa,kamd:C10002,Povezuje djelo s korporativnim tijelom koje je osmislilo koncepciju i/ili tijek performansa.,kamd:P20087,kamkt:C10009,kamkt:P90023
kamd:P20089,ima obitelj autora performansa,kamd:C10002,Povezuje djelo s obitelji koja je osmislila koncepciju i/ili tijek performansa.,kamd:P20087,kamob:C10010,kamob:P10023
kamd:P20090,ima agenta autora teksta,kamd:C10002,Povezuje djelo s agenom odgovornim za djelo izraženo u tekstualnom obliku.,kamd:P20060,kama:C10006,kama:P60022
kamd:P20091,ima osobu autora teksta,kamd:C10002,Povezuje djelo s osobom odgovornom za djelo izraženo u tekstualnom obliku.,kamd:P20090,kamo:C10007,kamo:P70033
kamd:P20092,ima kolektivnog agenta autora teksta,kamd:C10002,Povezuje djelo s kolektivnim agentom odgovornim za djelo izraženo u tekstualnom obliku.,kamd:P20090,kamka:C10008,kamka:P80024
kamd:P20093,ima korporativno tijelo autora teksta,kamd:C10002,Povezuje djelo s korporativnim tijelom odgovornim za djelo izraženo u tekstualnom obliku.,kamd:P20092,kamkt:C10009,kamkt:P90024
kamd:P20094,ima obitelj autora teksta,kamd:C10002,Povezuje djelo s obitelji odgovornom za djelo izraženo u tekstualnom obliku.,kamd:P20092,kamob:C10010,kamob:P10024
kamd:P20095,ima agenta copywritera,kamd:C10002,Povezuje djelo s agentom koji je osmislio tekst reklame.,kamd:P20060,kama:C10006,kama:P60023
kamd:P20096,ima osobu copywritera,kamd:C10002,Povezuje djelo s osobom koja je osmislila tekst reklame.,kamd:P20095,kamo:C10007,kamo:P70034
kamd:P20097,ima kolektivnog agenta copywritera,kamd:C10002,Povezuje djelo s kolektivnim agentom koji je osmislio tekst reklame.,kamd:P20095,kamka:C10008,kamka:P80025
kamd:P20098,ima korporativno tijelo copywritera,kamd:C10002,Povezuje djelo s korporativnim tijelom koje je osmislilo tekst reklame.,kamd:P20097,kamkt:C10009,kamkt:P90025
kamd:P20099,ima obitelj copywritera,kamd:C10002,Povezuje djelo s obitelji koja je osmislila tekst reklame.,kamd:P20097,kamob:C10010,kamob:P10025
kamd:P20100,ima agenta korespondenta,kamd:C10002,"Povezuje djelo s agentom koji je osmislio i poslao tekstualnu poruku (pismo, poruku elektroničke pošte, poruku putem mobilne aplikacije itd.).",kamd:P20060,kama:C10006,kama:P60024
kamd:P20101,ima osobu korespondenta,kamd:C10002,"Povezuje djelo s osobom koja je osmislila i poslala tekstualnu poruku (pismo, poruku elektroničke pošte, poruku putem mobilne aplikacije itd.).",kamd:P20100,kamo:C10007,kamo:P70035
kamd:P20102,ima kolektivnog agenta korespondenta,kamd:C10002,"Povezuje djelo s kolektivnim agentom koji je osmislio i poslao tekstualnu poruku (pismo, poruku elektroničke pošte, poruku putem mobilne aplikacije itd.).",kamd:P20100,kamka:C10008,kamka:P80026
kamd:P20103,ima korporativno tijelo krespondenta,kamd:C10002,"Povezuje djelo s korporativnim tijelom koje je osmislilo i poslalo tekstualnu poruku (pismo, poruku elektroničke pošte, poruku putem mobilne aplikacije itd.).",kamd:P20102,kamkt:C10009,kamkt:P90026
kamd:P20104,ima obitelj korespondenta,kamd:C10002,"Povezuje djelo s obitelji koja je osmislila i poslala tekstualnu poruku (pismo, poruku elektroničke pošte, poruku putem mobilne aplikacije itd.).",kamd:P20102,kamob:C10010,kamob:P10026
kamd:P20105,ima agenta libretista,kamd:C10002,"Povezuje djelo s agentom odgovornim za tekst libreta glazbeno-scenskog djela (opere, operete itd.) ili oratorija.",kamd:P20060,kama:C10006,kama:P60026
kamd:P20106,ima osobu libretista,kamd:C10002,"Povezuje djelo s osobom odgovornom za tekst libreta glazbeno-scenskog djela (opere, operete itd.) ili oratorija.",kamd:P20105,kamo:C10007,kamo:P70036
kamd:P20107,ima kolektivnog agenta libretista,kamd:C10002,"Povezuje djelo s kolektivnim agentom odgovornim za tekst libreta glazbeno-scenskog djela (opere, operete itd.) ili oratorija.",kamd:P20105,kamka:C10008,kamka:P80027
kamd:P20108,ima korporativno tijelo libretista,kamd:C10002,"Povezuje djelo s korporativnim tijelom odgovornim za tekst libreta glazbeno-scenskog djela (opere, operete itd.) ili oratorija.",kamd:P20107,kamkt:C10009,kamkt:P90027
kamd:P20109,ima obitelj libretista,kamd:C10002,"Povezuje djelo s obitelji odgovornom za tekst libreta glazbeno-scenskog djela (opere, operete itd.) ili oratorija.",kamd:P20107,kamob:C10010,kamob:P10027
kamd:P20110,ima agenta pisca,kamd:C10002,Povezuje djelo s agentom koji je osmislio tekst djela.,kamd:P20060,kama:C10006,kama:P60027
kamd:P20111,ima osobu pisca,kamd:C10002,Povezuje djelo s osobom koja je osmislila tekst djela.,kamd:P20110,kamo:C10007,kamo:P70037
kamd:P20112,ima kolektivnog agenta pisca,kamd:C10002,Povezuje djelo s agentom koji je osmislio tekst djela.,kamd:P20110,kamka:C10008,kamka:P80028
kamd:P20113,ima korporativno tijelo pisca,kamd:C10002,Povezuje djelo s korporativnim tijelom koje je osmislilo tekst djela.,kamd:P20112,kamkt:C10009,kamkt:P90028
kamd:P20114,ima obitelj pisca,kamd:C10002,Povezuje djelo s obitelji koj je osmislila tekst djela.,kamd:P20112,kamob:C10010,kamob:P10028
kamd:P20115,ima agenta scenarista,kamd:C10002,"Povezuje dejlo s agentom odgovornim za ideju i sinopsis i/ili scenarij radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku, osim filma.",kamd:P20060,kama:C10006,kama:P60028
kamd:P20116,ima osobu scenarista,kamd:C10002,"Povezuje dejlo s osobom odgovornom za ideju i sinopsis i/ili scenarij radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku, osim filma.",kamd:P20115,kamo:C10007,kamo:P70038
kamd:P20117,ima kolektivnog agenta scenarista,kamd:C10002,"Povezuje dejlo s kolektivnim agentom odgovornim za ideju i sinopsis i/ili scenarij radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku, osim filma.",kamd:P20115,kamka:C10008,kamka:P80029
kamd:P20118,ima korporativno tijelo scenarista,kamd:C10002,"Povezuje dejlo s korporativnim tijelom odgovornim za ideju i sinopsis i/ili scenarij radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku, osim filma.",kamd:P20117,kamkt:C10009,kamkt:P90029
kamd:P20119,ima obitelj scenarista,kamd:C10002,"Povezuje dejlo s obitelji odgovornom za ideju i sinopsis i/ili scenarij radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku, osim filma.",kamd:P20117,kamob:C10010,kamob:P10029
kamd:P20120,ima agenta tekstopisca,kamd:C10002,Povezuje djelo s agentom odgovornim za tekst pjesme.,kamd:P20060,kama:C10006,kama:P60029
kamd:P20121,ima osobu tekstopisca,kamd:C10002,Povezuje djelo s osobom odgovornom za tekst pjesme.,kamd:P20120,kamo:C10007,kamo:P70039
kamd:P20122,ima kolektivnog agenta tekstopisca,kamd:C10002,Povezuje djelo s kolektivnim agentom odgovornim za tekst pjesme.,kamd:P20120,kamka:C10008,kamka:P80030
kamd:P20123,ima korporativno tijelo tekstopisca,kamd:C10002,Povezuje djelo s korporativnim tijelom odgovornim za tekst pjesme.,kamd:P20122,kamkt:C10009,kamkt:P90030
kamd:P20124,ima obitelj tekstopisca,kamd:C10002,Povezuje djelo s obitelji odgovornom za tekst pjesme.,kamd:P20122,kamob:C10010,kamob:P10030
kamd:P20125,ima agenta disertanta,kamd:C10002,Povezuje djelo s agentom koji u akademskoj raspravi brani disertaciju radi stjecanja akademskog stupnja.,kamd:P20060,kama:C10006,kama:P60025
kamd:P20126,ima osobu disertanta,kamd:C10002,Povezuje djelo s osobom koji u akademskoj raspravi brani disertaciju radi stjecanja akademskog stupnja.,kamd:P20125,kamo:C10007,kamo:P70040
kamd:P20127,ima agenta dizajnera,kamd:C10002,Povezuje djelo s agentom odgovornim za funkcionalno i/ili vizualno oblikovanje industrijskog predmeta (industrijski dizajner) ili komunikacijsku formu (grafički dizajner).,kamd:P20060,kama:C10006,kama:P60031
kamd:P20128,ima osobu dizajnera,kamd:C10002,Povezuje djelo s osobom odgovornom za funkcionalno i/ili vizualno oblikovanje industrijskog predmeta (industrijski dizajner) ili komunikacijsku formu (grafički dizajner).,kamd:P20127,kamo:C10007,kamo:P70041
